ZIP,COUNTYNAME,STATE,STCOUNTYFP,CLASSFP
71853,Little River County,AR,05081,H1
71822,Little River County,AR,05081,H1
71836,Little River County,AR,05081,H1
71820,Little River County,AR,05081,H1
71866,Little River County,AR,05081,H1
72855,Logan County,AR,05083,H1
72834,Logan County,AR,05083,H1
72933,Logan County,AR,05083,H1
72958,Logan County,AR,05083,H1
72863,Logan County,AR,05083,H1
72826,Logan County,AR,05083,H1
72949,Logan County,AR,05083,H1
72842,Logan County,AR,05083,H1
72951,Logan County,AR,05083,H1
72851,Logan County,AR,05083,H1
72927,Logan County,AR,05083,H1
72835,Logan County,AR,05083,H1
72943,Logan County,AR,05083,H1
72865,Logan County,AR,05083,H1
72083,Lonoke County,AR,05085,H1
72176,Lonoke County,AR,05085,H1
72023,Lonoke County,AR,05085,H1
72024,Lonoke County,AR,05085,H1
72076,Lonoke County,AR,05085,H1
72086,Lonoke County,AR,05085,H1
72160,Lonoke County,AR,05085,H1
72046,Lonoke County,AR,05085,H1
72037,Lonoke County,AR,05085,H1
72007,Lonoke County,AR,05085,H1
72142,Lonoke County,AR,05085,H1
72072,Lonoke County,AR,05085,H1
72173,Lonoke County,AR,05085,H1
72756,Madison County,AR,05087,H1
72632,Madison County,AR,05087,H1
72727,Madison County,AR,05087,H1
72721,Madison County,AR,05087,H1
72760,Madison County,AR,05087,H1
72959,Madison County,AR,05087,H1
72740,Madison County,AR,05087,H1
72752,Madison County,AR,05087,H1
72773,Madison County,AR,05087,H1
72776,Madison County,AR,05087,H1
72738,Madison County,AR,05087,H1
72742,Madison County,AR,05087,H1
72703,Madison County,AR,05087,H1
72601,Marion County,AR,05089,H1
72677,Marion County,AR,05089,H1
72634,Marion County,AR,05089,H1
72619,Marion County,AR,05089,H1
72633,Marion County,AR,05089,H1
72675,Marion County,AR,05089,H1
72672,Marion County,AR,05089,H1
72687,Marion County,AR,05089,H1
72653,Marion County,AR,05089,H1
72661,Marion County,AR,05089,H1
72668,Marion County,AR,05089,H1
72682,Marion County,AR,05089,H1
72644,Marion County,AR,05089,H1
71837,Miller County,AR,05091,H1
71839,Miller County,AR,05091,H1
71840,Miller County,AR,05091,H1
71834,Miller County,AR,05091,H1
71854,Miller County,AR,05091,H1
72313,Mississippi County,AR,05093,H1
72350,Mississippi County,AR,05093,H1
72351,Mississippi County,AR,05093,H1
72338,Mississippi County,AR,05093,H1
72386,Mississippi County,AR,05093,H1
72310,Mississippi County,AR,05093,H1
72395,Mississippi County,AR,05093,H1
72442,Mississippi County,AR,05093,H1
72391,Mississippi County,AR,05093,H1
72358,Mississippi County,AR,05093,H1
72370,Mississippi County,AR,05093,H1
72438,Mississippi County,AR,05093,H1
72315,Mississippi County,AR,05093,H1
72330,Mississippi County,AR,05093,H1
72428,Mississippi County,AR,05093,H1
72419,Mississippi County,AR,05093,H1
72316,Mississippi County,AR,05093,H1
72329,Mississippi County,AR,05093,H1
72426,Mississippi County,AR,05093,H1
72321,Mississippi County,AR,05093,H1
72354,Mississippi County,AR,05093,H1
72108,Monroe County,AR,05095,H1
72134,Monroe County,AR,05095,H1
72366,Monroe County,AR,05095,H1
72029,Monroe County,AR,05095,H1
72036,Monroe County,AR,05095,H1
72368,Monroe County,AR,05095,H1
72021,Monroe County,AR,05095,H1
72069,Monroe County,AR,05095,H1
72392,Monroe County,AR,05095,H1
71943,Montgomery County,AR,05097,H1
71970,Montgomery County,AR,05097,H1
71935,Montgomery County,AR,05097,H1
71969,Montgomery County,AR,05097,H1
71933,Montgomery County,AR,05097,H1
71961,Montgomery County,AR,05097,H1
71957,Montgomery County,AR,05097,H1
71965,Montgomery County,AR,05097,H1
71960,Montgomery County,AR,05097,H1
71858,Nevada County,AR,05099,H1
71860,Nevada County,AR,05099,H1
71857,Nevada County,AR,05099,H1
71835,Nevada County,AR,05099,H1
71864,Nevada County,AR,05099,H1
71722,Nevada County,AR,05099,H1
71828,Nevada County,AR,05099,H1
71770,Nevada County,AR,05099,H1
71827,Nevada County,AR,05099,H1
71764,Nevada County,AR,05099,H1
72641,Newton County,AR,05101,H1
72655,Newton County,AR,05101,H1
72638,Newton County,AR,05101,H1
72685,Newton County,AR,05101,H1
72670,Newton County,AR,05101,H1
72624,Newton County,AR,05101,H1
72648,Newton County,AR,05101,H1
72601,Newton County,AR,05101,H1
72640,Newton County,AR,05101,H1
72683,Newton County,AR,05101,H1
72742,Newton County,AR,05101,H1
72628,Newton County,AR,05101,H1
72666,Newton County,AR,05101,H1
71701,Ouachita County,AR,05103,H1
71764,Ouachita County,AR,05103,H1
71726,Ouachita County,AR,05103,H1
71751,Ouachita County,AR,05103,H1
71762,Ouachita County,AR,05103,H1
71763,Ouachita County,AR,05103,H1
71857,Ouachita County,AR,05103,H1
71720,Ouachita County,AR,05103,H1
72125,Perry County,AR,05105,H1
72016,Perry County,AR,05105,H1
72001,Perry County,AR,05105,H1
72857,Perry County,AR,05105,H1
72070,Perry County,AR,05105,H1
72025,Perry County,AR,05105,H1
72034,Perry County,AR,05105,H1
72126,Perry County,AR,05105,H1
72135,Perry County,AR,05105,H1
72853,Perry County,AR,05105,H1
72374,Phillips County,AR,05107,H1
72328,Phillips County,AR,05107,H1
72369,Phillips County,AR,05107,H1
72333,Phillips County,AR,05107,H1
72366,Phillips County,AR,05107,H1
72355,Phillips County,AR,05107,H1
72069,Phillips County,AR,05107,H1
72383,Phillips County,AR,05107,H1
72367,Phillips County,AR,05107,H1
72353,Phillips County,AR,05107,H1
72312,Phillips County,AR,05107,H1
72390,Phillips County,AR,05107,H1
72389,Phillips County,AR,05107,H1
72342,Phillips County,AR,05107,H1
71921,Pike County,AR,05109,H1
71922,Pike County,AR,05109,H1
71943,Pike County,AR,05109,H1
71958,Pike County,AR,05109,H1
71959,Pike County,AR,05109,H1
71940,Pike County,AR,05109,H1
71852,Pike County,AR,05109,H1
71950,Pike County,AR,05109,H1
71952,Pike County,AR,05109,H1
71971,Pike County,AR,05109,H1
71935,Pike County,AR,05109,H1
72377,Poinsett County,AR,05111,H1
72429,Poinsett County,AR,05111,H1
72354,Poinsett County,AR,05111,H1
72472,Poinsett County,AR,05111,H1
72479,Poinsett County,AR,05111,H1
72421,Poinsett County,AR,05111,H1
72419,Poinsett County,AR,05111,H1
72324,Poinsett County,AR,05111,H1
72432,Poinsett County,AR,05111,H1
72475,Poinsett County,AR,05111,H1
72386,Poinsett County,AR,05111,H1
72365,Poinsett County,AR,05111,H1
71953,Polk County,AR,05113,H1
71973,Polk County,AR,05113,H1
71944,Polk County,AR,05113,H1
71937,Polk County,AR,05113,H1
71961,Polk County,AR,05113,H1
71972,Polk County,AR,05113,H1
71932,Polk County,AR,05113,H1
71945,Polk County,AR,05113,H1
71841,Polk County,AR,05113,H1
72802,Pope County,AR,05115,H1
72847,Pope County,AR,05115,H1
72858,Pope County,AR,05115,H1
72679,Pope County,AR,05115,H1
72812,Pope County,AR,05115,H1
72843,Pope County,AR,05115,H1
72686,Pope County,AR,05115,H1
72811,Pope County,AR,05115,H1
72837,Pope County,AR,05115,H1
72823,Pope County,AR,05115,H1
72080,Pope County,AR,05115,H1
72846,Pope County,AR,05115,H1
72063,Pope County,AR,05115,H1
72801,Pope County,AR,05115,H1
72856,Pope County,AR,05115,H1
72064,Prairie County,AR,05117,H1
72040,Prairie County,AR,05117,H1
72041,Prairie County,AR,05117,H1
72066,Prairie County,AR,05117,H1
72160,Prairie County,AR,05117,H1
72024,Prairie County,AR,05117,H1
72017,Prairie County,AR,05117,H1
72060,Prairie County,AR,05117,H1
72086,Prairie County,AR,05117,H1
72176,Prairie County,AR,05117,H1
72170,Prairie County,AR,05117,H1
72114,Pulaski County,AR,05119,H1
72116,Pulaski County,AR,05119,H1
72126,Pulaski County,AR,05119,H1
72142,Pulaski County,AR,05119,H1
72203,Pulaski County,AR,05119,H1
72231,Pulaski County,AR,05119,H1
72207,Pulaski County,AR,05119,H1
72201,Pulaski County,AR,05119,H1
72202,Pulaski County,AR,05119,H1
72119,Pulaski County,AR,05119,H1
72132,Pulaski County,AR,05119,H1
72078,Pulaski County,AR,05119,H1
72002,Pulaski County,AR,05119,H1
72076,Pulaski County,AR,05119,H1
72209,Pulaski County,AR,05119,H1
72223,Pulaski County,AR,05119,H1
72227,Pulaski County,AR,05119,H1
72222,Pulaski County,AR,05119,H1
72217,Pulaski County,AR,05119,H1
72053,Pulaski County,AR,05119,H1
72164,Pulaski County,AR,05119,H1
72117,Pulaski County,AR,05119,H1
72120,Pulaski County,AR,05119,H1
72135,Pulaski County,AR,05119,H1
72216,Pulaski County,AR,05119,H1
72225,Pulaski County,AR,05119,H1
72260,Pulaski County,AR,05119,H1
72221,Pulaski County,AR,05119,H1
72199,Pulaski County,AR,05119,H1
72118,Pulaski County,AR,05119,H1
72211,Pulaski County,AR,05119,H1
72016,Pulaski County,AR,05119,H1
72099,Pulaski County,AR,05119,H1
72103,Pulaski County,AR,05119,H1
72113,Pulaski County,AR,05119,H1
72065,Pulaski County,AR,05119,H1
72023,Pulaski County,AR,05119,H1
72210,Pulaski County,AR,05119,H1
72219,Pulaski County,AR,05119,H1
72215,Pulaski County,AR,05119,H1
72183,Pulaski County,AR,05119,H1
72255,Pulaski County,AR,05119,H1
72205,Pulaski County,AR,05119,H1
72206,Pulaski County,AR,05119,H1
72212,Pulaski County,AR,05119,H1
72204,Pulaski County,AR,05119,H1
72190,Pulaski County,AR,05119,H1
72122,Pulaski County,AR,05119,H1
72124,Pulaski County,AR,05119,H1
72106,Pulaski County,AR,05119,H1
72046,Pulaski County,AR,05119,H1
72115,Pulaski County,AR,05119,H1
72214,Pulaski County,AR,05119,H1
72180,Pulaski County,AR,05119,H1
72459,Randolph County,AR,05121,H1
72413,Randolph County,AR,05121,H1
72455,Randolph County,AR,05121,H1
72476,Randolph County,AR,05121,H1
72478,Randolph County,AR,05121,H1
72462,Randolph County,AR,05121,H1
72444,Randolph County,AR,05121,H1
72449,Randolph County,AR,05121,H1
72434,Randolph County,AR,05121,H1
72460,Randolph County,AR,05121,H1
72425,Randolph County,AR,05121,H1
72554,Randolph County,AR,05121,H1
72326,St. Francis County,AR,05123,H1
72021,St. Francis County,AR,05123,H1
72335,St. Francis County,AR,05123,H1
72372,St. Francis County,AR,05123,H1
72359,St. Francis County,AR,05123,H1
72346,St. Francis County,AR,05123,H1
72392,St. Francis County,AR,05123,H1
72394,St. Francis County,AR,05123,H1
72322,St. Francis County,AR,05123,H1
72340,St. Francis County,AR,05123,H1
72348,St. Francis County,AR,05123,H1
72396,St. Francis County,AR,05123,H1
72011,Saline County,AR,05125,H1
72065,Saline County,AR,05125,H1
72103,Saline County,AR,05125,H1
72015,Saline County,AR,05125,H1
72206,Saline County,AR,05125,H1
72122,Saline County,AR,05125,H1
72210,Saline County,AR,05125,H1
72018,Saline County,AR,05125,H1
72104,Saline County,AR,05125,H1
72019,Saline County,AR,05125,H1
72087,Saline County,AR,05125,H1
71909,Saline County,AR,05125,H1
72002,Saline County,AR,05125,H1
72167,Saline County,AR,05125,H1
72089,Saline County,AR,05125,H1
72022,Saline County,AR,05125,H1
72841,Scott County,AR,05127,H1
72927,Scott County,AR,05127,H1
72958,Scott County,AR,05127,H1
72926,Scott County,AR,05127,H1
72944,Scott County,AR,05127,H1
72950,Scott County,AR,05127,H1
71953,Scott County,AR,05127,H1
72645,Searcy County,AR,05129,H1
72617,Searcy County,AR,05129,H1
72685,Searcy County,AR,05129,H1
72669,Searcy County,AR,05129,H1
72680,Searcy County,AR,05129,H1
72650,Searcy County,AR,05129,H1
72636,Searcy County,AR,05129,H1
72639,Searcy County,AR,05129,H1
72633,Searcy County,AR,05129,H1
72675,Searcy County,AR,05129,H1
72679,Searcy County,AR,05129,H1
72686,Searcy County,AR,05129,H1
72936,Sebastian County,AR,05131,H1
72937,Sebastian County,AR,05131,H1
72904,Sebastian County,AR,05131,H1
72917,Sebastian County,AR,05131,H1
72923,Sebastian County,AR,05131,H1
72914,Sebastian County,AR,05131,H1
72927,Sebastian County,AR,05131,H1
72908,Sebastian County,AR,05131,H1
72944,Sebastian County,AR,05131,H1
72906,Sebastian County,AR,05131,H1
72918,Sebastian County,AR,05131,H1
72916,Sebastian County,AR,05131,H1
72905,Sebastian County,AR,05131,H1
72902,Sebastian County,AR,05131,H1
72919,Sebastian County,AR,05131,H1
72913,Sebastian County,AR,05131,H1
72901,Sebastian County,AR,05131,H1
72903,Sebastian County,AR,05131,H1
72938,Sebastian County,AR,05131,H1
72945,Sebastian County,AR,05131,H1
72930,Sebastian County,AR,05131,H1
72941,Sebastian County,AR,05131,H1
72940,Sebastian County,AR,05131,H1
72933,Sebastian County,AR,05131,H1
71832,Sevier County,AR,05133,H1
71842,Sevier County,AR,05133,H1
71846,Sevier County,AR,05133,H1
71841,Sevier County,AR,05133,H1
71823,Sevier County,AR,05133,H1
71833,Sevier County,AR,05133,H1
72577,Sharp County,AR,05135,H1
72569,Sharp County,AR,05135,H1
72554,Sharp County,AR,05135,H1
72482,Sharp County,AR,05135,H1
72466,Sharp County,AR,05135,H1
72542,Sharp County,AR,05135,H1
72459,Sharp County,AR,05135,H1
72529,Sharp County,AR,05135,H1
72532,Sharp County,AR,05135,H1
72513,Sharp County,AR,05135,H1
72561,Sharp County,AR,05135,H1
72521,Sharp County,AR,05135,H1
72469,Sharp County,AR,05135,H1
72579,Sharp County,AR,05135,H1
72153,Stone County,AR,05137,H1
72680,Stone County,AR,05137,H1
72556,Stone County,AR,05137,H1
72663,Stone County,AR,05137,H1
72550,Stone County,AR,05137,H1
72533,Stone County,AR,05137,H1
72650,Stone County,AR,05137,H1
72555,Stone County,AR,05137,H1
72530,Stone County,AR,05137,H1
72560,Stone County,AR,05137,H1
72051,Stone County,AR,05137,H1
72031,Stone County,AR,05137,H1
72617,Stone County,AR,05137,H1
72567,Stone County,AR,05137,H1
72540,Stone County,AR,05137,H1
72657,Stone County,AR,05137,H1
72519,Stone County,AR,05137,H1
72645,Stone County,AR,05137,H1
72044,Stone County,AR,05137,H1
71759,Union County,AR,05139,H1
71764,Union County,AR,05139,H1
71730,Union County,AR,05139,H1
71762,Union County,AR,05139,H1
71724,Union County,AR,05139,H1
71747,Union County,AR,05139,H1
71765,Union County,AR,05139,H1
71731,Union County,AR,05139,H1
71750,Union County,AR,05139,H1
71753,Union County,AR,05139,H1
71749,Union County,AR,05139,H1
71758,Union County,AR,05139,H1
72013,Van Buren County,AR,05141,H1
72629,Van Buren County,AR,05141,H1
72131,Van Buren County,AR,05141,H1
72067,Van Buren County,AR,05141,H1
72039,Van Buren County,AR,05141,H1
72031,Van Buren County,AR,05141,H1
72141,Van Buren County,AR,05141,H1
72645,Van Buren County,AR,05141,H1
72088,Van Buren County,AR,05141,H1
72153,Van Buren County,AR,05141,H1
72679,Van Buren County,AR,05141,H1
72030,Van Buren County,AR,05141,H1
72080,Van Buren County,AR,05141,H1
72028,Van Buren County,AR,05141,H1
72762,Washington County,AR,05143,H1
72703,Washington County,AR,05143,H1
72730,Washington County,AR,05143,H1
72761,Washington County,AR,05143,H1
72770,Washington County,AR,05143,H1
72741,Washington County,AR,05143,H1
72704,Washington County,AR,05143,H1
72769,Washington County,AR,05143,H1
72749,Washington County,AR,05143,H1
72765,Washington County,AR,05143,H1
72735,Washington County,AR,05143,H1
72753,Washington County,AR,05143,H1
72744,Washington County,AR,05143,H1
72734,Washington County,AR,05143,H1
72774,Washington County,AR,05143,H1
72702,Washington County,AR,05143,H1
72738,Washington County,AR,05143,H1
72773,Washington County,AR,05143,H1
72948,Washington County,AR,05143,H1
72764,Washington County,AR,05143,H1
72727,Washington County,AR,05143,H1
72717,Washington County,AR,05143,H1
72728,Washington County,AR,05143,H1
72737,Washington County,AR,05143,H1
72701,Washington County,AR,05143,H1
72959,Washington County,AR,05143,H1
72766,Washington County,AR,05143,H1
72729,Washington County,AR,05143,H1
72081,White County,AR,05145,H1
72020,White County,AR,05145,H1
72060,White County,AR,05145,H1
72178,White County,AR,05145,H1
72102,White County,AR,05145,H1
72568,White County,AR,05145,H1
72121,White County,AR,05145,H1
72149,White County,AR,05145,H1
72007,White County,AR,05145,H1
72143,White County,AR,05145,H1
72045,White County,AR,05145,H1
72139,White County,AR,05145,H1
72068,White County,AR,05145,H1
72010,White County,AR,05145,H1
72111,White County,AR,05145,H1
72082,White County,AR,05145,H1
72085,White County,AR,05145,H1
72136,White County,AR,05145,H1
72137,White County,AR,05145,H1
72145,White County,AR,05145,H1
72173,White County,AR,05145,H1
72012,White County,AR,05145,H1
72052,White County,AR,05145,H1
72396,Woodruff County,AR,05147,H1
72074,Woodruff County,AR,05147,H1
72101,Woodruff County,AR,05147,H1
72006,Woodruff County,AR,05147,H1
72392,Woodruff County,AR,05147,H1
72036,Woodruff County,AR,05147,H1
72059,Woodruff County,AR,05147,H1
72123,Woodruff County,AR,05147,H1
72112,Woodruff County,AR,05147,H1
72827,Yell County,AR,05149,H1
72860,Yell County,AR,05149,H1
72838,Yell County,AR,05149,H1
72829,Yell County,AR,05149,H1
72853,Yell County,AR,05149,H1
72841,Yell County,AR,05149,H1
72943,Yell County,AR,05149,H1
72833,Yell County,AR,05149,H1
72842,Yell County,AR,05149,H1
72834,Yell County,AR,05149,H1
72828,Yell County,AR,05149,H1
72824,Yell County,AR,05149,H1
72857,Yell County,AR,05149,H1
94538,Alameda County,CA,06001,H1
94588,Alameda County,CA,06001,H1
94621,Alameda County,CA,06001,H1
94720,Alameda County,CA,06001,H1
94704,Alameda County,CA,06001,H1
95377,Alameda County,CA,06001,H1
94514,Alameda County,CA,06001,H1
94615,Alameda County,CA,06001,H1
94613,Alameda County,CA,06001,H1
94537,Alameda County,CA,06001,H1
94578,Alameda County,CA,06001,H1
94606,Alameda County,CA,06001,H1
94610,Alameda County,CA,06001,H1
94620,Alameda County,CA,06001,H1
94608,Alameda County,CA,06001,H1
94662,Alameda County,CA,06001,H1
94707,Alameda County,CA,06001,H1
94708,Alameda County,CA,06001,H1
95391,Alameda County,CA,06001,H1
95035,Alameda County,CA,06001,H1
94501,Alameda County,CA,06001,H1
94546,Alameda County,CA,06001,H1
94543,Alameda County,CA,06001,H1
94580,Alameda County,CA,06001,H1
94555,Alameda County,CA,06001,H1
94703,Alameda County,CA,06001,H1
94612,Alameda County,CA,06001,H1
94710,Alameda County,CA,06001,H1
94505,Alameda County,CA,06001,H1
94624,Alameda County,CA,06001,H1
94666,Alameda County,CA,06001,H1
94544,Alameda County,CA,06001,H1
94568,Alameda County,CA,06001,H1
94579,Alameda County,CA,06001,H1
94705,Alameda County,CA,06001,H1
94614,Alameda County,CA,06001,H1
94701,Alameda County,CA,06001,H1
94536,Alameda County,CA,06001,H1
94587,Alameda County,CA,06001,H1
94566,Alameda County,CA,06001,H1
94609,Alameda County,CA,06001,H1
94611,Alameda County,CA,06001,H1
94545,Alameda County,CA,06001,H1
94577,Alameda County,CA,06001,H1
94551,Alameda County,CA,06001,H1
94602,Alameda County,CA,06001,H1
94605,Alameda County,CA,06001,H1
94709,Alameda County,CA,06001,H1
94618,Alameda County,CA,06001,H1
94623,Alameda County,CA,06001,H1
94586,Alameda County,CA,06001,H1
94712,Alameda County,CA,06001,H1
94661,Alameda County,CA,06001,H1
94541,Alameda County,CA,06001,H1
94502,Alameda County,CA,06001,H1
94542,Alameda County,CA,06001,H1
94550,Alameda County,CA,06001,H1
94552,Alameda County,CA,06001,H1
94702,Alameda County,CA,06001,H1
94706,Alameda County,CA,06001,H1
94603,Alameda County,CA,06001,H1
94604,Alameda County,CA,06001,H1
94539,Alameda County,CA,06001,H1
94540,Alameda County,CA,06001,H1
94560,Alameda County,CA,06001,H1
94619,Alameda County,CA,06001,H1
94601,Alameda County,CA,06001,H1
94607,Alameda County,CA,06001,H1
94557,Alameda County,CA,06001,H1
95223,Alpine County,CA,06003,H1
96120,Alpine County,CA,06003,H1
95665,Amador County,CA,06005,H1
95675,Amador County,CA,06005,H1
95685,Amador County,CA,06005,H1
95666,Amador County,CA,06005,H1
95640,Amador County,CA,06005,H1
95689,Amador County,CA,06005,H1
95642,Amador County,CA,06005,H1
95629,Amador County,CA,06005,H1
95601,Amador County,CA,06005,H1
95654,Amador County,CA,06005,H1
95669,Amador County,CA,06005,H1
95699,Amador County,CA,06005,H1
95646,Amador County,CA,06005,H1
95901,Butte County,CA,06007,H1
95929,Butte County,CA,06007,H1
95940,Butte County,CA,06007,H1
95928,Butte County,CA,06007,H1
95954,Butte County,CA,06007,H1
95914,Butte County,CA,06007,H1
95958,Butte County,CA,06007,H1
95927,Butte County,CA,06007,H1
95967,Butte County,CA,06007,H1
95942,Butte County,CA,06007,H1
95978,Butte County,CA,06007,H1
95973,Butte County,CA,06007,H1
95916,Butte County,CA,06007,H1
95917,Butte County,CA,06007,H1
95930,Butte County,CA,06007,H1
95965,Butte County,CA,06007,H1
95941,Butte County,CA,06007,H1
95976,Butte County,CA,06007,H1
95926,Butte County,CA,06007,H1
95938,Butte County,CA,06007,H1
95968,Butte County,CA,06007,H1
95974,Butte County,CA,06007,H1
95969,Butte County,CA,06007,H1
95966,Butte County,CA,06007,H1
95948,Butte County,CA,06007,H1
95252,Calaveras County,CA,06009,H1
95233,Calaveras County,CA,06009,H1
95224,Calaveras County,CA,06009,H1
95249,Calaveras County,CA,06009,H1
95247,Calaveras County,CA,06009,H1
95229,Calaveras County,CA,06009,H1
95226,Calaveras County,CA,06009,H1
95222,Calaveras County,CA,06009,H1
95246,Calaveras County,CA,06009,H1
95230,Calaveras County,CA,06009,H1
95223,Calaveras County,CA,06009,H1
95257,Calaveras County,CA,06009,H1
95221,Calaveras County,CA,06009,H1
95255,Calaveras County,CA,06009,H1
95245,Calaveras County,CA,06009,H1
95251,Calaveras County,CA,06009,H1
95232,Calaveras County,CA,06009,H1
95228,Calaveras County,CA,06009,H1
95254,Calaveras County,CA,06009,H1
95248,Calaveras County,CA,06009,H1
95236,Calaveras County,CA,06009,H1
95225,Calaveras County,CA,06009,H1
95950,Colusa County,CA,06011,H1
95988,Colusa County,CA,06011,H1
95932,Colusa County,CA,06011,H1
95912,Colusa County,CA,06011,H1
95979,Colusa County,CA,06011,H1
95645,Colusa County,CA,06011,H1
95939,Colusa County,CA,06011,H1
95987,Colusa County,CA,06011,H1
95970,Colusa County,CA,06011,H1
95955,Colusa County,CA,06011,H1
95957,Colusa County,CA,06011,H1
94530,Contra Costa County,CA,06013,H1
94506,Contra Costa County,CA,06013,H1
94509,Contra Costa County,CA,06013,H1
94588,Contra Costa County,CA,06013,H1
94596,Contra Costa County,CA,06013,H1
94805,Contra Costa County,CA,06013,H1
94806,Contra Costa County,CA,06013,H1
94525,Contra Costa County,CA,06013,H1
94514,Contra Costa County,CA,06013,H1
94820,Contra Costa County,CA,06013,H1
94802,Contra Costa County,CA,06013,H1
94569,Contra Costa County,CA,06013,H1
94575,Contra Costa County,CA,06013,H1
94513,Contra Costa County,CA,06013,H1
94521,Contra Costa County,CA,06013,H1
94522,Contra Costa County,CA,06013,H1
94564,Contra Costa County,CA,06013,H1
94548,Contra Costa County,CA,06013,H1
94597,Contra Costa County,CA,06013,H1
94706,Contra Costa County,CA,06013,H1
94511,Contra Costa County,CA,06013,H1
94549,Contra Costa County,CA,06013,H1
94595,Contra Costa County,CA,06013,H1
94528,Contra Costa County,CA,06013,H1
94516,Contra Costa County,CA,06013,H1
94523,Contra Costa County,CA,06013,H1
94520,Contra Costa County,CA,06013,H1
94572,Contra Costa County,CA,06013,H1
94804,Contra Costa County,CA,06013,H1
94598,Contra Costa County,CA,06013,H1
94807,Contra Costa County,CA,06013,H1
94518,Contra Costa County,CA,06013,H1
94531,Contra Costa County,CA,06013,H1
94583,Contra Costa County,CA,06013,H1
94565,Contra Costa County,CA,06013,H1
94553,Contra Costa County,CA,06013,H1
94708,Contra Costa County,CA,06013,H1
94801,Contra Costa County,CA,06013,H1
94707,Contra Costa County,CA,06013,H1
94561,Contra Costa County,CA,06013,H1
94570,Contra Costa County,CA,06013,H1
94551,Contra Costa County,CA,06013,H1
94611,Contra Costa County,CA,06013,H1
94850,Contra Costa County,CA,06013,H1
94505,Contra Costa County,CA,06013,H1
94526,Contra Costa County,CA,06013,H1
94519,Contra Costa County,CA,06013,H1
94507,Contra Costa County,CA,06013,H1
94517,Contra Costa County,CA,06013,H1
94803,Contra Costa County,CA,06013,H1
94524,Contra Costa County,CA,06013,H1
94568,Contra Costa County,CA,06013,H1
94582,Contra Costa County,CA,06013,H1
94556,Contra Costa County,CA,06013,H1
94547,Contra Costa County,CA,06013,H1
94563,Contra Costa County,CA,06013,H1
95543,Del Norte County,CA,06015,H1
95538,Del Norte County,CA,06015,H1
95531,Del Norte County,CA,06015,H1
95532,Del Norte County,CA,06015,H1
95567,Del Norte County,CA,06015,H1
95548,Del Norte County,CA,06015,H1
95667,El Dorado County,CA,06017,H1
95672,El Dorado County,CA,06017,H1
95682,El Dorado County,CA,06017,H1
95762,El Dorado County,CA,06017,H1
95634,El Dorado County,CA,06017,H1
95636,El Dorado County,CA,06017,H1
95735,El Dorado County,CA,06017,H1
95684,El Dorado County,CA,06017,H1
95623,El Dorado County,CA,06017,H1
95664,El Dorado County,CA,06017,H1
95613,El Dorado County,CA,06017,H1
95726,El Dorado County,CA,06017,H1
95614,El Dorado County,CA,06017,H1
95651,El Dorado County,CA,06017,H1
95635,El Dorado County,CA,06017,H1
95720,El Dorado County,CA,06017,H1
95721,El Dorado County,CA,06017,H1
95666,El Dorado County,CA,06017,H1
95633,El Dorado County,CA,06017,H1
95619,El Dorado County,CA,06017,H1
96158,El Dorado County,CA,06017,H1
95656,El Dorado County,CA,06017,H1
96150,El Dorado County,CA,06017,H1
96151,El Dorado County,CA,06017,H1
95709,El Dorado County,CA,06017,H1
96155,El Dorado County,CA,06017,H1
95629,El Dorado County,CA,06017,H1
96142,El Dorado County,CA,06017,H1
93622,Fresno County,CA,06019,H1
93662,Fresno County,CA,06019,H1
93646,Fresno County,CA,06019,H1
93701,Fresno County,CA,06019,H1
93640,Fresno County,CA,06019,H1
93650,Fresno County,CA,06019,H1
93654,Fresno County,CA,06019,H1
93723,Fresno County,CA,06019,H1
93706,Fresno County,CA,06019,H1
93624,Fresno County,CA,06019,H1
93717,Fresno County,CA,06019,H1
93774,Fresno County,CA,06019,H1
93602,Fresno County,CA,06019,H1
93648,Fresno County,CA,06019,H1
93618,Fresno County,CA,06019,H1
93710,Fresno County,CA,06019,H1
93234,Fresno County,CA,06019,H1
93628,Fresno County,CA,06019,H1
93745,Fresno County,CA,06019,H1
93718,Fresno County,CA,06019,H1
93773,Fresno County,CA,06019,H1
93603,Fresno County,CA,06019,H1
93608,Fresno County,CA,06019,H1
93844,Fresno County,CA,06019,H1
93777,Fresno County,CA,06019,H1
93741,Fresno County,CA,06019,H1
93707,Fresno County,CA,06019,H1
93627,Fresno County,CA,06019,H1
93625,Fresno County,CA,06019,H1
93630,Fresno County,CA,06019,H1
93609,Fresno County,CA,06019,H1
93656,Fresno County,CA,06019,H1
93664,Fresno County,CA,06019,H1
93726,Fresno County,CA,06019,H1
93703,Fresno County,CA,06019,H1
93616,Fresno County,CA,06019,H1
93668,Fresno County,CA,06019,H1
93737,Fresno County,CA,06019,H1
93775,Fresno County,CA,06019,H1
93747,Fresno County,CA,06019,H1
93709,Fresno County,CA,06019,H1
93620,Fresno County,CA,06019,H1
93750,Fresno County,CA,06019,H1
93888,Fresno County,CA,06019,H1
93761,Fresno County,CA,06019,H1
93786,Fresno County,CA,06019,H1
93613,Fresno County,CA,06019,H1
93721,Fresno County,CA,06019,H1
93792,Fresno County,CA,06019,H1
93708,Fresno County,CA,06019,H1
93794,Fresno County,CA,06019,H1
93744,Fresno County,CA,06019,H1
